enemy_unit_type,odds_of_victory,planet,population,size_of_force,universe
scout,0.4560933059047573,Eos,8.5,97000,Mirrodin
mecha,0.7416910696876031,Kamigawa,3.4,11000,Dominaria
mecha,0.69923239477302,Gaia,6.7,85000,Mirrodin
tank,0.4590937809684724,Korhal,6.7,38000,Zendikar
scout,0.8553040670534161,Aiur,5.1,36000,Zendikar
overlord,0.9236732673794363,Aiur,5.1,56000,Zendikar
scout,0.09118998450694749,Eos,8.5,53000,Mirrodin
negator,0.8444307161306537,Ravnica,7.3,62000,Dominaria
tank,0.05189755931752338,Gaia,6.7,89000,Mirrodin
drone,0.5066506852681019,Aiur,5.1,82000,Zendikar
overlord,0.20456950921620465,Eos,8.5,91000,Mirrodin
zealot,0.03579483156982122,Korhal,6.7,22000,Zendikar
drone,0.36817112102997895,Kamigawa,3.4,10000,Dominaria
scout,0.7014742433548712,Kamigawa,3.4,41000,Dominaria
zealot,0.3340816946371242,Korhal,6.7,20000,Zendikar
tank,0.7811258916218522,Eos,8.5,67000,Mirrodin
negator,0.42928414367759526,Korhal,6.7,53000,Zendikar
mecha,0.911115311208413,Ravnica,7.3,33000,Dominaria
mecha,0.4687106215260691,Eos,8.5,49000,Mirrodin
dreadnought,0.691483481026762,Ravnica,7.3,71000,Dominaria
negator,0.9156231228417957,Gaia,6.7,29000,Mirrodin
scout,0.23871580126645364,Kamigawa,3.4,42000,Dominaria
mecha,0.3206264858542469,Eos,8.5,54000,Mirrodin
drone,0.8889083847203253,Korhal,6.7,96000,Zendikar
negator,0.7902105292328616,Ravnica,7.3,27000,Dominaria
tank,0.5648146580544408,Kamigawa,3.4,94000,Dominaria
drone,0.5586873040217315,Eos,8.5,5000,Mirrodin
dreadnought,0.9161572235457776,Aiur,5.1,29000,Zendikar
scout,0.24710392932260805,Eos,8.5,86000,Mirrodin
dreadnought,0.01607985551469393,Aiur,5.1,41000,Zendikar
drone,0.22925640812040893,Aiur,5.1,30000,Zendikar
drone,0.30516150100558515,Aiur,5.1,67000,Zendikar
scout,0.5915784565374117,Ravnica,7.3,17000,Dominaria
mecha,0.8791988782258021,Eos,8.5,65000,Mirrodin
dreadnought,0.7198304524625618,Aiur,5.1,56000,Zendikar
overlord,0.2741617330746755,Gaia,6.7,35000,Mirrodin
zealot,0.7433046304640084,Kamigawa,3.4,35000,Dominaria
zealot,0.8221585997121038,Eos,8.5,6000,Mirrodin
drone,0.6926667313902289,Kamigawa,3.4,73000,Dominaria
mecha,0.4375939358381906,Kamigawa,3.4,65000,Dominaria
zealot,0.22688343944098266,Kamigawa,3.4,15000,Dominaria
overlord,0.036139812657374426,Aiur,5.1,92000,Zendikar
mecha,0.5711104932005202,Aiur,5.1,4000,Zendikar
negator,0.7058831725477419,Korhal,6.7,28000,Zendikar
battleship,0.5448441407689553,Korhal,6.7,50000,Zendikar
dreadnought,0.22265940680602803,Aiur,5.1,79000,Zendikar
dreadnought,0.11810411580447877,Eos,8.5,41000,Mirrodin
negator,0.1095276830675016,Kamigawa,3.4,11000,Dominaria
mecha,0.013675551332468006,Gaia,6.7,1000,Mirrodin
drone,0.5046392987728535,Eos,8.5,78000,Mirrodin
drone,0.15995331370514732,Eos,8.5,42000,Mirrodin
overlord,0.6689552836618341,Korhal,6.7,34000,Zendikar
overlord,0.8346727138462756,Aiur,5.1,18000,Zendikar
overlord,0.025719793765343946,Eos,8.5,88000,Mirrodin
mecha,0.1827281824022302,Ravnica,7.3,16000,Dominaria
mecha,0.49326740115758505,Eos,8.5,51000,Mirrodin
mecha,0.09082842692314408,Aiur,5.1,17000,Zendikar
battleship,0.03827642594967218,Eos,8.5,51000,Mirrodin
tank,0.08812977876834971,Korhal,6.7,78000,Zendikar
zealot,0.8737263665659093,Kamigawa,3.4,22000,Dominaria
zealot,0.11511889732096248,Ravnica,7.3,95000,Dominaria
mecha,0.023585988052410856,Eos,8.5,84000,Mirrodin
tank,0.04897884517681217,Aiur,5.1,42000,Zendikar
dreadnought,0.6326438890277157,Korhal,6.7,45000,Zendikar
dreadnought,0.8461445816588683,Aiur,5.1,32000,Zendikar
tank,0.5241268602529661,Aiur,5.1,51000,Zendikar
overlord,0.19019155522030406,Kamigawa,3.4,52000,Dominaria
battleship,0.0653947058765415,Kamigawa,3.4,70000,Dominaria
mecha,0.597350760679537,Korhal,6.7,90000,Zendikar
tank,0.9354293115453993,Gaia,6.7,79000,Mirrodin
scout,0.30962783397594884,Ravnica,7.3,84000,Dominaria
mecha,0.7760670384334166,Ravnica,7.3,86000,Dominaria
zealot,0.3074204737376024,Eos,8.5,17000,Mirrodin
drone,0.9479107381971293,Kamigawa,3.4,72000,Dominaria
scout,0.7692069929072257,Kamigawa,3.4,56000,Dominaria
negator,0.526231488374543,Kamigawa,3.4,76000,Dominaria
battleship,0.5240223805700808,Ravnica,7.3,44000,Dominaria
dreadnought,0.6670131419776156,Aiur,5.1,80000,Zendikar
dreadnought,0.9853211485645625,Eos,8.5,22000,Mirrodin
overlord,0.948339309562791,Gaia,6.7,69000,Mirrodin
drone,0.21427699335166295,Eos,8.5,64000,Mirrodin
mecha,0.8134312110397698,Eos,8.5,75000,Mirrodin
zealot,0.8937594970665439,Gaia,6.7,39000,Mirrodin
negator,0.20896104766720358,Gaia,6.7,57000,Mirrodin
overlord,0.6992551766138697,Korhal,6.7,44000,Zendikar
negator,0.8800363923380644,Aiur,5.1,76000,Zendikar
dreadnought,0.8828660966724116,Ravnica,7.3,20000,Dominaria
negator,0.8490600607781968,Gaia,6.7,2000,Mirrodin
dreadnought,0.1407763272721343,Gaia,6.7,13000,Mirrodin
zealot,0.4753632130374087,Gaia,6.7,52000,Mirrodin
battleship,0.6107113786997374,Ravnica,7.3,3000,Dominaria
zealot,0.4430335348159514,Kamigawa,3.4,2000,Dominaria
drone,0.07505238739734243,Kamigawa,3.4,8000,Dominaria
battleship,0.9546890811067618,Aiur,5.1,75000,Zendikar
negator,0.34568734086474784,Gaia,6.7,55000,Mirrodin
tank,0.6193584540804807,Aiur,5.1,35000,Zendikar
scout,0.10730515836094456,Korhal,6.7,90000,Zendikar
drone,0.6336089097719648,Korhal,6.7,21000,Zendikar
negator,0.3251519778660157,Ravnica,7.3,76000,Dominaria
negator,0.19725943017939573,Eos,8.5,64000,Mirrodin
overlord,0.7902558517112535,Kamigawa,3.4,52000,Dominaria
mecha,0.09963126473455752,Ravnica,7.3,33000,Dominaria
drone,0.4052393517683237,Eos,8.5,18000,Mirrodin
zealot,0.28568656581563145,Aiur,5.1,97000,Zendikar
mecha,0.8330139614636634,Aiur,5.1,71000,Zendikar
scout,0.37381685780761353,Gaia,6.7,20000,Mirrodin
tank,0.2806997304897736,Ravnica,7.3,62000,Dominaria
drone,0.7088422018456745,Korhal,6.7,78000,Zendikar
drone,0.3488253746207328,Ravnica,7.3,92000,Dominaria
tank,0.7294664373887493,Korhal,6.7,98000,Zendikar
drone,0.9210208812213833,Kamigawa,3.4,43000,Dominaria
zealot,0.8978113309075804,Gaia,6.7,34000,Mirrodin
negator,0.5555149031926606,Ravnica,7.3,62000,Dominaria
negator,0.3165963057198574,Aiur,5.1,22000,Zendikar
scout,0.4556533185641227,Kamigawa,3.4,26000,Dominaria
mecha,0.94456255867253,Kamigawa,3.4,41000,Dominaria
drone,0.3209277331554532,Eos,8.5,7000,Mirrodin
dreadnought,0.8082445612135247,Korhal,6.7,96000,Zendikar
battleship,0.5789949771858961,Eos,8.5,45000,Mirrodin
tank,0.9748681802427017,Korhal,6.7,97000,Zendikar
drone,0.027564388270865492,Korhal,6.7,5000,Zendikar
drone,0.26564519576038803,Aiur,5.1,44000,Zendikar
tank,0.8634947477764319,Korhal,6.7,54000,Zendikar
overlord,0.4291404157226072,Aiur,5.1,96000,Zendikar
battleship,0.2195302910557354,Aiur,5.1,37000,Zendikar
overlord,0.26757329825142195,Kamigawa,3.4,22000,Dominaria
mecha,0.8065432367170311,Ravnica,7.3,45000,Dominaria
zealot,0.22496398874142354,Korhal,6.7,16000,Zendikar
drone,0.43536581320140333,Korhal,6.7,22000,Zendikar
overlord,0.9880212074286434,Kamigawa,3.4,21000,Dominaria
drone,0.42254649527591326,Kamigawa,3.4,3000,Dominaria
tank,0.618311269140223,Korhal,6.7,3000,Zendikar
overlord,0.24652552558905827,Aiur,5.1,97000,Zendikar
tank,0.8121814315400433,Ravnica,7.3,90000,Dominaria
drone,0.99037630720943,Kamigawa,3.4,51000,Dominaria
overlord,0.42941627663340887,Aiur,5.1,42000,Zendikar
tank,0.8752384476915603,Gaia,6.7,9000,Mirrodin
tank,0.24947388653153224,Aiur,5.1,85000,Zendikar
tank,0.7582219993792534,Kamigawa,3.4,5000,Dominaria
drone,0.014808207584367072,Gaia,6.7,68000,Mirrodin
zealot,0.11501713564695815,Ravnica,7.3,56000,Dominaria
battleship,0.15500601198943154,Gaia,6.7,19000,Mirrodin
scout,0.646121357120054,Aiur,5.1,2000,Zendikar
negator,0.1621022925463893,Korhal,6.7,44000,Zendikar
negator,0.6675180670059181,Eos,8.5,75000,Mirrodin
overlord,0.7445268380360726,Ravnica,7.3,80000,Dominaria
zealot,0.06270253907886125,Korhal,6.7,13000,Zendikar
zealot,0.6724285253063902,Eos,8.5,18000,Mirrodin
scout,0.0028792882191972513,Korhal,6.7,93000,Zendikar
tank,0.959093713297384,Aiur,5.1,38000,Zendikar
negator,0.26353290446539435,Ravnica,7.3,52000,Dominaria
mecha,0.2722829763988994,Gaia,6.7,36000,Mirrodin
battleship,0.944041732261647,Gaia,6.7,25000,Mirrodin
dreadnought,0.8983152633486591,Eos,8.5,8000,Mirrodin
dreadnought,0.6574370633379252,Kamigawa,3.4,48000,Dominaria
dreadnought,0.1998661244666916,Ravnica,7.3,46000,Dominaria
battleship,0.10066726225963996,Ravnica,7.3,51000,Dominaria
zealot,0.9638946907717649,Ravnica,7.3,53000,Dominaria
mecha,0.7612577028719187,Eos,8.5,1000,Mirrodin
tank,0.11355329723599084,Gaia,6.7,60000,Mirrodin
scout,0.9079467150611517,Eos,8.5,68000,Mirrodin
scout,0.2160627592455625,Aiur,5.1,97000,Zendikar
zealot,0.006443251898599511,Gaia,6.7,32000,Mirrodin
battleship,0.8033892741988821,Aiur,5.1,69000,Zendikar
drone,0.31461309402394466,Gaia,6.7,5000,Mirrodin
overlord,0.17685469874076554,Aiur,5.1,26000,Zendikar
mecha,0.26872897266977647,Korhal,6.7,61000,Zendikar
dreadnought,0.41107407833103715,Korhal,6.7,13000,Zendikar
battleship,0.8090347546703641,Aiur,5.1,52000,Zendikar
dreadnought,0.2924624201569591,Kamigawa,3.4,54000,Dominaria
dreadnought,0.5705366812702581,Gaia,6.7,77000,Mirrodin
battleship,0.9573932167979792,Eos,8.5,95000,Mirrodin
zealot,0.8229817038879086,Kamigawa,3.4,53000,Dominaria
dreadnought,0.07937908762697943,Ravnica,7.3,15000,Dominaria
drone,0.27246404006480485,Eos,8.5,64000,Mirrodin
tank,0.8620532891906184,Gaia,6.7,62000,Mirrodin
tank,0.1807642688010357,Eos,8.5,75000,Mirrodin
dreadnought,0.8973669035218221,Kamigawa,3.4,29000,Dominaria
mecha,0.7398589964829023,Korhal,6.7,22000,Zendikar
zealot,0.972971569586584,Eos,8.5,67000,Mirrodin
zealot,0.6244452764673972,Kamigawa,3.4,15000,Dominaria
zealot,0.7615947480114009,Gaia,6.7,48000,Mirrodin
dreadnought,0.6482669375400948,Gaia,6.7,86000,Mirrodin
tank,0.3211419711635125,Gaia,6.7,70000,Mirrodin
tank,0.16363090061435137,Kamigawa,3.4,67000,Dominaria
zealot,0.16536982188910787,Gaia,6.7,24000,Mirrodin
dreadnought,0.9706961742973034,Korhal,6.7,64000,Zendikar
overlord,0.7185936887680988,Ravnica,7.3,48000,Dominaria
dreadnought,0.21610216631301526,Kamigawa,3.4,75000,Dominaria
scout,0.6514229216483575,Aiur,5.1,61000,Zendikar
negator,0.4282620560971976,Korhal,6.7,45000,Zendikar
zealot,0.47440765064741475,Eos,8.5,12000,Mirrodin
mecha,0.4200535304870673,Eos,8.5,73000,Mirrodin
scout,0.8643060118848415,Gaia,6.7,25000,Mirrodin
zealot,0.8445643649606295,Korhal,6.7,80000,Zendikar
dreadnought,0.14686522244922517,Aiur,5.1,67000,Zendikar
scout,0.9936799796879959,Kamigawa,3.4,43000,Dominaria
drone,0.5625461287278454,Gaia,6.7,70000,Mirrodin
mecha,0.8933778887192616,Kamigawa,3.4,17000,Dominaria
tank,0.7967324756792729,Aiur,5.1,90000,Zendikar
negator,0.17250810296503805,Kamigawa,3.4,35000,Dominaria
tank,0.43875908326364255,Kamigawa,3.4,35000,Dominaria
zealot,0.3828219025556925,Aiur,5.1,60000,Zendikar
battleship,0.9258328841704849,Eos,8.5,46000,Mirrodin
zealot,0.5401127559912196,Korhal,6.7,34000,Zendikar
zealot,0.3431196352052328,Aiur,5.1,68000,Zendikar
tank,0.9575294939897232,Eos,8.5,2000,Mirrodin
scout,0.4822252662394406,Aiur,5.1,86000,Zendikar
negator,0.9923743951888576,Kamigawa,3.4,61000,Dominaria
scout,0.9941763850986358,Kamigawa,3.4,25000,Dominaria
negator,0.651194268539274,Gaia,6.7,97000,Mirrodin
scout,0.46722083272849857,Aiur,5.1,97000,Zendikar
scout,0.3444095798912834,Aiur,5.1,95000,Zendikar
zealot,0.046142360643336766,Kamigawa,3.4,39000,Dominaria
dreadnought,0.5695467038112162,Kamigawa,3.4,34000,Dominaria
negator,0.8457254359367274,Ravnica,7.3,90000,Dominaria
drone,0.5678165090215725,Ravnica,7.3,28000,Dominaria
overlord,0.3572929496598345,Ravnica,7.3,75000,Dominaria
tank,0.0837215285871189,Kamigawa,3.4,40000,Dominaria
zealot,0.5280275431643638,Ravnica,7.3,88000,Dominaria
battleship,0.21563122203165996,Kamigawa,3.4,39000,Dominaria
tank,0.42875162848723736,Ravnica,7.3,80000,Dominaria
tank,0.5813934755745551,Ravnica,7.3,85000,Dominaria
drone,0.8800348367897987,Gaia,6.7,2000,Mirrodin
zealot,0.9892114422054704,Ravnica,7.3,85000,Dominaria
mecha,0.34242659010278953,Aiur,5.1,67000,Zendikar
zealot,0.8731406032650881,Eos,8.5,90000,Mirrodin
overlord,0.6862986068414485,Gaia,6.7,49000,Mirrodin
battleship,0.4021640180354279,Gaia,6.7,91000,Mirrodin
scout,0.6379029211894932,Kamigawa,3.4,93000,Dominaria
overlord,0.21421080052392694,Aiur,5.1,47000,Zendikar
negator,0.6671167893897767,Kamigawa,3.4,3000,Dominaria
negator,0.49109265351310827,Korhal,6.7,58000,Zendikar
drone,0.058828120745946566,Ravnica,7.3,29000,Dominaria
tank,0.056698411200663434,Gaia,6.7,39000,Mirrodin
battleship,0.746235792427464,Aiur,5.1,69000,Zendikar
battleship,0.7826878244329102,Eos,8.5,94000,Mirrodin
scout,0.48162473882938317,Eos,8.5,13000,Mirrodin
overlord,0.18278970982910014,Aiur,5.1,70000,Zendikar
mecha,0.4517251613657436,Kamigawa,3.4,26000,Dominaria
drone,0.5564865989220962,Kamigawa,3.4,17000,Dominaria
tank,0.8590503919839382,Eos,8.5,11000,Mirrodin
tank,0.8968349551356748,Gaia,6.7,43000,Mirrodin
battleship,0.30739650050896894,Korhal,6.7,61000,Zendikar
battleship,0.5747174912651158,Gaia,6.7,3000,Mirrodin
zealot,0.17473837679989612,Eos,8.5,1000,Mirrodin
dreadnought,0.14277869191671688,Kamigawa,3.4,82000,Dominaria
battleship,0.5901583451189081,Ravnica,7.3,58000,Dominaria
negator,0.9324727700176266,Gaia,6.7,43000,Mirrodin
dreadnought,0.6775645966308627,Ravnica,7.3,70000,Dominaria
drone,0.6147401900475387,Aiur,5.1,59000,Zendikar
tank,0.7448502020927908,Gaia,6.7,23000,Mirrodin
dreadnought,0.5209830912625119,Korhal,6.7,19000,Zendikar
mecha,0.09639303381244457,Eos,8.5,69000,Mirrodin
drone,0.07897267076556125,Ravnica,7.3,33000,Dominaria
overlord,0.8984498449535303,Aiur,5.1,12000,Zendikar
overlord,0.8019038790808202,Kamigawa,3.4,32000,Dominaria
negator,0.3386556380524671,Gaia,6.7,51000,Mirrodin
zealot,0.37455427615346126,Ravnica,7.3,52000,Dominaria
zealot,0.8574404654640341,Gaia,6.7,58000,Mirrodin
dreadnought,0.8241684020569388,Korhal,6.7,67000,Zendikar
drone,0.39612902140063433,Korhal,6.7,17000,Zendikar
negator,0.7388791865323451,Eos,8.5,66000,Mirrodin
drone,0.24169633417386382,Ravnica,7.3,22000,Dominaria
mecha,0.9471669064634871,Korhal,6.7,89000,Zendikar
drone,0.11852170639890469,Gaia,6.7,1000,Mirrodin
dreadnought,0.8329653385989435,Ravnica,7.3,47000,Dominaria
dreadnought,0.21724824336971194,Gaia,6.7,35000,Mirrodin
battleship,0.23436780634355847,Korhal,6.7,2000,Zendikar
battleship,0.35751018502545473,Korhal,6.7,31000,Zendikar
negator,0.2595425990781298,Aiur,5.1,82000,Zendikar
overlord,0.6482876484302006,Eos,8.5,42000,Mirrodin
dreadnought,0.2638191247906402,Kamigawa,3.4,26000,Dominaria
drone,0.8738529738718406,Korhal,6.7,98000,Zendikar
overlord,0.9691326197902926,Korhal,6.7,71000,Zendikar
negator,0.41961965378599764,Kamigawa,3.4,1000,Dominaria
mecha,0.4362141644503472,Korhal,6.7,1000,Zendikar
negator,0.27218758238564034,Kamigawa,3.4,34000,Dominaria
zealot,0.1532166688979021,Ravnica,7.3,73000,Dominaria
mecha,0.32197278915014726,Eos,8.5,95000,Mirrodin
overlord,0.9529659640894904,Gaia,6.7,6000,Mirrodin
drone,0.07381577793573602,Gaia,6.7,73000,Mirrodin
drone,0.07550625488653184,Ravnica,7.3,55000,Dominaria
overlord,0.6382119867247152,Gaia,6.7,14000,Mirrodin
zealot,0.35186232252539096,Ravnica,7.3,12000,Dominaria
negator,0.9879163782701047,Eos,8.5,29000,Mirrodin
tank,0.3312460393091555,Gaia,6.7,38000,Mirrodin
battleship,0.4610136090797583,Kamigawa,3.4,11000,Dominaria
drone,0.14374028185594634,Korhal,6.7,39000,Zendikar
battleship,0.593079992347857,Korhal,6.7,12000,Zendikar
scout,0.6358469655935066,Ravnica,7.3,17000,Dominaria
battleship,0.5439623265995723,Eos,8.5,47000,Mirrodin
negator,0.3533086508816289,Eos,8.5,61000,Mirrodin
zealot,0.9148695258195467,Eos,8.5,39000,Mirrodin
scout,0.8544209887579031,Korhal,6.7,45000,Zendikar
battleship,0.30471102611047907,Aiur,5.1,23000,Zendikar
dreadnought,0.030871757869333827,Korhal,6.7,63000,Zendikar
mecha,0.6144351915186412,Ravnica,7.3,13000,Dominaria
overlord,0.4344635956026125,Eos,8.5,35000,Mirrodin
dreadnought,0.3555776737789973,Korhal,6.7,61000,Zendikar
zealot,0.029537820156279593,Eos,8.5,42000,Mirrodin
battleship,0.73189021661204,Ravnica,7.3,45000,Dominaria
mecha,0.7438727794270101,Ravnica,7.3,41000,Dominaria
dreadnought,0.17010070527078835,Gaia,6.7,42000,Mirrodin
zealot,0.3389836380380381,Kamigawa,3.4,93000,Dominaria
battleship,0.13781423349538113,Kamigawa,3.4,86000,Dominaria
negator,0.7362337637300236,Korhal,6.7,11000,Zendikar
scout,0.19173272013062626,Kamigawa,3.4,13000,Dominaria
zealot,0.45516779689311326,Gaia,6.7,35000,Mirrodin
drone,0.4313542544478456,Korhal,6.7,11000,Zendikar
battleship,0.6701366230024602,Kamigawa,3.4,51000,Dominaria
zealot,0.21875623993349336,Kamigawa,3.4,28000,Dominaria
scout,0.16225856381513326,Gaia,6.7,91000,Mirrodin
battleship,0.10885121506228146,Gaia,6.7,61000,Mirrodin
overlord,0.3909143638632071,Ravnica,7.3,63000,Dominaria
drone,0.4882115795029076,Kamigawa,3.4,37000,Dominaria
mecha,0.09107714188595961,Aiur,5.1,6000,Zendikar
scout,0.8155442724064886,Aiur,5.1,45000,Zendikar
overlord,0.987949259879169,Gaia,6.7,50000,Mirrodin
negator,0.9201112248829918,Eos,8.5,87000,Mirrodin
battleship,0.8341893200151836,Eos,8.5,3000,Mirrodin
dreadnought,0.8793684274612695,Ravnica,7.3,58000,Dominaria
mecha,0.2139113946454071,Kamigawa,3.4,78000,Dominaria
drone,0.09739804629697613,Eos,8.5,65000,Mirrodin
negator,0.6689179129151409,Korhal,6.7,18000,Zendikar
battleship,0.6301972329498967,Ravnica,7.3,69000,Dominaria
battleship,0.2533787822673019,Korhal,6.7,86000,Zendikar
battleship,0.044529479535232896,Ravnica,7.3,35000,Dominaria
drone,0.12912131963378204,Gaia,6.7,88000,Mirrodin
scout,0.20605977574826362,Korhal,6.7,63000,Zendikar
negator,0.21700281211435057,Aiur,5.1,32000,Zendikar
scout,0.44953835424699184,Eos,8.5,34000,Mirrodin
tank,0.6937172791611004,Aiur,5.1,93000,Zendikar
drone,0.31215985571643046,Gaia,6.7,74000,Mirrodin
tank,0.5682710675809017,Gaia,6.7,30000,Mirrodin
tank,0.04184198962205066,Gaia,6.7,62000,Mirrodin
battleship,0.027466780269192026,Korhal,6.7,13000,Zendikar
zealot,0.28133860010119227,Ravnica,7.3,94000,Dominaria
dreadnought,0.8572716623124176,Aiur,5.1,12000,Zendikar
dreadnought,0.40903169408351925,Eos,8.5,29000,Mirrodin
drone,0.08864630036890897,Aiur,5.1,19000,Zendikar
scout,0.7036593920327414,Aiur,5.1,62000,Zendikar
mecha,0.14665479772868828,Gaia,6.7,15000,Mirrodin
tank,0.4513241711511172,Korhal,6.7,62000,Zendikar
battleship,0.5625651004647048,Eos,8.5,16000,Mirrodin
tank,0.031018069593317654,Eos,8.5,54000,Mirrodin
zealot,0.761196988661017,Aiur,5.1,78000,Zendikar
zealot,0.10113908579020381,Ravnica,7.3,77000,Dominaria
negator,0.702933672767431,Gaia,6.7,13000,Mirrodin
drone,0.14866921565927016,Aiur,5.1,95000,Zendikar
dreadnought,0.7191589591566774,Korhal,6.7,36000,Zendikar
overlord,0.08470336236792353,Kamigawa,3.4,50000,Dominaria
scout,0.19155669050935475,Aiur,5.1,82000,Zendikar
negator,0.5006119075670599,Kamigawa,3.4,81000,Dominaria
mecha,0.06778516425125969,Korhal,6.7,73000,Zendikar
dreadnought,0.7077818596164717,Korhal,6.7,26000,Zendikar
mecha,0.6859117297038355,Aiur,5.1,95000,Zendikar
dreadnought,0.956701265987021,Korhal,6.7,16000,Zendikar
dreadnought,0.2292522671174252,Korhal,6.7,32000,Zendikar
mecha,0.03719603122975401,Ravnica,7.3,66000,Dominaria
dreadnought,0.07099872690339737,Eos,8.5,96000,Mirrodin
drone,0.1106226926042283,Kamigawa,3.4,43000,Dominaria
negator,0.9536403368146908,Ravnica,7.3,96000,Dominaria
mecha,0.9546042283264771,Gaia,6.7,7000,Mirrodin
battleship,0.6819866817701327,Kamigawa,3.4,54000,Dominaria
overlord,0.1283644710305939,Ravnica,7.3,39000,Dominaria
zealot,0.3255978698894261,Gaia,6.7,70000,Mirrodin
negator,0.3427626796260982,Kamigawa,3.4,32000,Dominaria
tank,0.04315425935932948,Aiur,5.1,43000,Zendikar
battleship,0.3592269839682487,Korhal,6.7,64000,Zendikar
zealot,0.7872557813492795,Aiur,5.1,11000,Zendikar
negator,0.016006559437243273,Eos,8.5,74000,Mirrodin
battleship,0.1804010531202631,Eos,8.5,94000,Mirrodin
tank,0.31706142478836374,Aiur,5.1,97000,Zendikar
negator,0.2780153228359341,Eos,8.5,19000,Mirrodin
battleship,0.8585088729465284,Kamigawa,3.4,77000,Dominaria
drone,0.8107426051155364,Ravnica,7.3,1000,Dominaria
scout,0.07430105511649576,Ravnica,7.3,16000,Dominaria
negator,0.8660745457259335,Kamigawa,3.4,20000,Dominaria
drone,0.3504481724511772,Ravnica,7.3,33000,Dominaria
overlord,0.09414642293862052,Eos,8.5,85000,Mirrodin
scout,0.935955524580705,Gaia,6.7,56000,Mirrodin
tank,0.972816676250187,Korhal,6.7,68000,Zendikar
dreadnought,0.4585843846049611,Aiur,5.1,3000,Zendikar
negator,0.025005107386671943,Kamigawa,3.4,60000,Dominaria
battleship,0.024171832398751092,Kamigawa,3.4,23000,Dominaria
drone,0.029252787807231062,Gaia,6.7,14000,Mirrodin
drone,0.542981288536309,Korhal,6.7,89000,Zendikar
tank,0.14516094446158034,Korhal,6.7,69000,Zendikar
battleship,0.753290568250587,Aiur,5.1,63000,Zendikar
dreadnought,0.49642425204728624,Kamigawa,3.4,10000,Dominaria
mecha,0.8229232958645392,Ravnica,7.3,34000,Dominaria
dreadnought,0.1409216786684545,Korhal,6.7,50000,Zendikar
dreadnought,0.7553732522722761,Kamigawa,3.4,27000,Dominaria
mecha,0.3775825946218221,Ravnica,7.3,3000,Dominaria
zealot,0.283197609821637,Gaia,6.7,1000,Mirrodin
overlord,0.8733278350887047,Eos,8.5,63000,Mirrodin
drone,0.008408000760712242,Korhal,6.7,78000,Zendikar
mecha,0.8310785551118494,Ravnica,7.3,96000,Dominaria
dreadnought,0.779939326608889,Ravnica,7.3,93000,Dominaria
battleship,0.24380410723723323,Kamigawa,3.4,11000,Dominaria
tank,0.2231164048515466,Korhal,6.7,40000,Zendikar
zealot,0.8505482621340507,Ravnica,7.3,14000,Dominaria
zealot,0.6433173220755651,Kamigawa,3.4,51000,Dominaria
mecha,0.027065501844423245,Ravnica,7.3,25000,Dominaria
battleship,0.6787026118625482,Aiur,5.1,47000,Zendikar
tank,0.6864028217695071,Kamigawa,3.4,70000,Dominaria
battleship,0.06656039828554461,Kamigawa,3.4,90000,Dominaria
negator,0.992078693603516,Eos,8.5,88000,Mirrodin
