cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID
yes,monthly,90,1,89,product manager,yes,6781
yes,annual,84,12,558,developer,no,6782
no,monthly,23,19,1184,developer,no,6783
yes,annual,76,0,881,product manager,no,6784
no,monthly,148,3,28,developer,no,6785
no,monthly,7,13,813,product manager,no,6786
yes,monthly,75,8,807,engineering manager,no,6787
yes,monthly,51,7,1178,engineering manager,no,6788
no,monthly,122,12,356,engineering manager,no,6789
no,monthly,52,9,833,engineering manager,no,6790
no,monthly,133,12,468,developer,no,6791
no,monthly,59,9,701,developer,no,6792
yes,monthly,44,5,193,designer,yes,6793
yes,monthly,75,9,992,designer,no,6794
no,monthly,138,13,238,developer,yes,6795
no,annual,104,2,287,developer,yes,6796
no,monthly,39,18,58,engineering manager,no,6797
no,monthly,75,4,843,developer,yes,6798
no,monthly,36,12,60,product manager,no,6799
yes,monthly,76,7,1117,sales,yes,6800
yes,monthly,73,2,668,developer,no,6801
yes,monthly,51,6,171,designer,no,6802
no,monthly,133,16,533,developer,yes,6803
yes,monthly,90,1,706,product manager,no,6804
no,annual,16,16,731,developer,no,6805
no,monthly,24,9,742,developer,no,6806
yes,monthly,19,11,517,sales,no,6807
no,monthly,145,2,574,developer,no,6808
no,annual,57,6,818,product manager,yes,6809
yes,annual,6,2,89,engineering manager,yes,6810
no,annual,116,5,954,developer,no,6811
no,annual,46,6,1199,product manager,no,6812
no,annual,143,6,450,engineering manager,no,6813
no,monthly,33,4,283,product manager,no,6814
no,monthly,131,7,77,engineering manager,no,6815
no,monthly,78,2,1138,product manager,yes,6816
yes,annual,24,2,450,developer,yes,6817
yes,monthly,68,4,521,designer,no,6818
no,annual,114,11,780,product manager,yes,6819
no,monthly,33,2,803,engineering manager,no,6820
no,monthly,20,5,102,developer,yes,6821
no,monthly,117,4,869,engineering manager,yes,6822
yes,monthly,49,1,182,sales,no,6823
yes,monthly,17,2,311,sales,no,6824
no,annual,60,10,259,product manager,no,6825
no,annual,83,4,992,engineering manager,no,6826
no,annual,21,6,664,engineering manager,no,6827
yes,monthly,12,2,1110,designer,no,6828
no,monthly,21,20,779,developer,no,6829
no,monthly,111,9,1150,developer,yes,6830
no,monthly,109,18,144,product manager,no,6831
no,monthly,7,3,872,developer,no,6832
no,monthly,132,4,991,developer,yes,6833
no,monthly,0,16,635,product manager,yes,6834
no,annual,129,4,227,developer,yes,6835
no,annual,48,10,177,developer,no,6836
no,annual,100,1,223,developer,no,6837
yes,monthly,89,2,977,product manager,no,6838
yes,monthly,74,9,203,designer,no,6839
no,annual,121,20,54,engineering manager,no,6840
no,annual,66,19,373,engineering manager,no,6841
no,monthly,135,4,768,engineering manager,no,6842
no,monthly,28,10,1144,developer,no,6843
no,monthly,102,14,994,developer,no,6844
no,monthly,71,20,773,engineering manager,no,6845
no,monthly,53,14,795,product manager,yes,6846
no,monthly,111,17,1155,engineering manager,yes,6847
no,monthly,34,7,640,product manager,no,6848
no,monthly,134,18,894,engineering manager,no,6849
no,monthly,141,3,154,engineering manager,no,6850
no,monthly,147,19,1063,developer,yes,6851
no,monthly,68,10,876,developer,yes,6852
yes,monthly,3,8,409,marketer,yes,6853
no,monthly,124,4,349,product manager,yes,6854
no,monthly,112,7,495,developer,yes,6855
yes,annual,1,5,221,sales,no,6856
no,annual,114,5,33,developer,no,6857
yes,annual,57,0,259,designer,no,6858
no,monthly,91,9,5,engineering manager,yes,6859
yes,monthly,87,0,478,developer,no,6860
no,monthly,109,18,995,developer,no,6861
no,monthly,96,5,1004,engineering manager,no,6862
no,monthly,13,18,893,engineering manager,no,6863
no,monthly,84,7,365,product manager,no,6864
no,monthly,109,1,1025,product manager,no,6865
yes,monthly,98,6,722,engineering manager,yes,6866
no,monthly,93,15,940,engineering manager,yes,6867
no,monthly,58,8,121,engineering manager,no,6868
no,monthly,119,17,999,developer,no,6869
yes,monthly,33,2,319,sales,no,6870
no,monthly,139,1,416,engineering manager,no,6871
yes,monthly,15,7,684,engineering manager,no,6872
no,monthly,10,8,729,engineering manager,no,6873
no,monthly,74,3,396,product manager,no,6874
no,monthly,57,4,559,product manager,no,6875
no,annual,53,12,284,developer,no,6876
yes,monthly,52,7,340,engineering manager,yes,6877
no,annual,79,12,199,developer,yes,6878
no,monthly,22,5,364,developer,no,6879
no,monthly,10,11,288,developer,no,6880
yes,monthly,98,1,779,marketer,yes,6881
no,monthly,64,11,140,product manager,yes,6882
yes,monthly,87,6,485,marketer,no,6883
no,monthly,121,19,77,product manager,no,6884
no,monthly,6,9,575,product manager,no,6885
no,monthly,125,7,759,product manager,no,6886
no,monthly,42,19,1087,product manager,no,6887
yes,monthly,35,6,416,marketer,no,6888
no,annual,63,9,278,developer,yes,6889
no,monthly,78,2,877,product manager,no,6890
yes,monthly,60,0,1048,engineering manager,no,6891
no,annual,83,20,1066,product manager,no,6892
no,annual,90,18,309,developer,no,6893
no,annual,95,1,106,developer,yes,6894
no,monthly,93,5,435,product manager,no,6895
no,monthly,9,4,385,developer,yes,6896
yes,annual,64,10,926,developer,no,6897
yes,annual,3,10,385,designer,no,6898
yes,monthly,93,9,567,marketer,no,6899
no,monthly,69,19,362,product manager,no,6900
no,annual,90,15,499,developer,no,6901
no,monthly,136,18,1078,engineering manager,no,6902
no,monthly,93,7,1151,engineering manager,yes,6903
yes,annual,42,12,626,developer,no,6904
yes,monthly,2,7,59,developer,no,6905
yes,monthly,82,3,1193,developer,no,6906
no,annual,74,13,542,product manager,no,6907
no,monthly,69,2,1090,developer,no,6908
no,monthly,57,2,382,engineering manager,yes,6909
no,monthly,105,9,519,product manager,yes,6910
no,annual,55,3,306,developer,yes,6911
yes,monthly,87,4,715,sales,no,6912
no,monthly,8,17,869,developer,no,6913
yes,monthly,72,2,26,designer,no,6914
no,monthly,117,0,264,developer,yes,6915
no,monthly,131,8,333,product manager,yes,6916
yes,monthly,73,9,1028,marketer,no,6917
no,monthly,51,18,309,product manager,no,6918
no,monthly,34,9,1103,product manager,yes,6919
no,monthly,10,9,587,product manager,no,6920
no,monthly,89,16,697,developer,yes,6921
no,annual,142,18,832,engineering manager,yes,6922
yes,monthly,52,2,501,marketer,no,6923
no,annual,97,15,345,product manager,yes,6924
no,annual,48,4,192,engineering manager,yes,6925
no,monthly,42,11,1189,engineering manager,yes,6926
no,monthly,47,10,479,developer,no,6927
no,annual,127,1,817,developer,no,6928
no,annual,74,10,390,developer,yes,6929
yes,monthly,28,12,76,engineering manager,yes,6930
no,monthly,98,2,425,product manager,no,6931
no,annual,43,3,279,product manager,no,6932
yes,monthly,97,8,668,engineering manager,no,6933
no,monthly,58,20,123,engineering manager,no,6934
yes,annual,6,9,432,engineering manager,no,6935
no,monthly,70,16,549,product manager,yes,6936
no,annual,43,20,48,product manager,no,6937
no,annual,23,2,991,product manager,no,6938
yes,monthly,18,0,575,engineering manager,yes,6939
no,annual,5,18,200,engineering manager,no,6940
no,monthly,92,16,200,developer,no,6941
no,monthly,35,9,275,engineering manager,no,6942
no,monthly,17,9,474,product manager,yes,6943
yes,monthly,94,1,31,sales,no,6944
yes,monthly,53,7,571,marketer,no,6945
no,monthly,70,20,984,engineering manager,no,6946
yes,annual,95,0,1039,engineering manager,yes,6947
no,monthly,105,7,665,product manager,yes,6948
no,annual,138,18,599,product manager,no,6949
no,monthly,29,7,853,product manager,no,6950
no,monthly,63,18,91,engineering manager,no,6951
no,monthly,110,11,446,developer,no,6952
no,monthly,63,12,513,engineering manager,yes,6953
no,annual,112,10,285,developer,no,6954
no,annual,23,10,466,engineering manager,yes,6955
yes,monthly,64,4,383,engineering manager,no,6956
no,annual,79,17,967,product manager,no,6957
yes,monthly,56,12,823,engineering manager,yes,6958
no,monthly,26,20,927,product manager,yes,6959
no,monthly,142,15,721,product manager,yes,6960
no,monthly,76,6,781,engineering manager,no,6961
no,monthly,28,4,69,developer,no,6962
no,monthly,94,8,1026,engineering manager,no,6963
no,monthly,135,13,365,developer,no,6964
no,annual,82,16,281,developer,no,6965
no,monthly,74,11,967,product manager,no,6966
yes,monthly,97,11,127,designer,no,6967
no,monthly,137,16,1131,developer,no,6968
no,monthly,138,20,84,developer,yes,6969
no,monthly,48,6,821,product manager,yes,6970
no,monthly,4,1,467,engineering manager,no,6971
no,monthly,71,16,10,developer,no,6972
no,monthly,79,6,1079,product manager,no,6973
no,monthly,109,20,303,product manager,yes,6974
yes,monthly,57,6,253,marketer,no,6975
yes,monthly,47,7,37,designer,no,6976
no,monthly,86,1,561,developer,yes,6977
no,monthly,7,1,24,product manager,no,6978
no,monthly,17,18,757,product manager,no,6979
no,monthly,121,18,1038,product manager,yes,6980
no,annual,61,5,833,product manager,no,6981
no,monthly,45,10,748,engineering manager,no,6982
no,annual,119,6,1019,product manager,yes,6983
no,monthly,124,20,871,developer,no,6984
no,monthly,129,16,922,product manager,no,6985
no,monthly,149,0,638,product manager,no,6986
yes,monthly,9,3,476,designer,no,6987
no,monthly,12,14,414,developer,yes,6988
no,monthly,5,1,1086,developer,yes,6989
yes,annual,23,8,224,product manager,no,6990
no,annual,148,0,1198,product manager,no,6991
yes,annual,43,6,817,marketer,no,6992
no,monthly,113,15,2,engineering manager,no,6993
no,annual,106,3,228,engineering manager,no,6994
no,monthly,34,10,73,engineering manager,no,6995
no,annual,1,7,61,developer,no,6996
no,monthly,28,16,854,engineering manager,yes,6997
yes,monthly,22,0,1172,product manager,no,6998
yes,monthly,46,12,901,designer,no,6999
no,monthly,148,0,443,developer,yes,7000
no,monthly,45,14,164,product manager,no,7001
yes,monthly,56,12,776,sales,no,7002
yes,monthly,0,1,1140,product manager,yes,7003
no,monthly,22,13,479,engineering manager,no,7004
no,monthly,141,3,322,developer,no,7005
yes,monthly,55,0,64,sales,no,7006
no,monthly,99,6,68,developer,no,7007
yes,monthly,14,2,68,developer,no,7008
no,annual,74,16,719,engineering manager,no,7009
yes,monthly,57,12,1092,designer,yes,7010
no,monthly,54,12,181,engineering manager,no,7011
yes,monthly,34,2,1010,product manager,no,7012
no,monthly,140,18,137,product manager,yes,7013
yes,annual,77,1,1183,marketer,no,7014
no,monthly,94,7,307,product manager,no,7015
no,annual,5,15,837,developer,no,7016
no,monthly,83,8,1065,developer,yes,7017
no,annual,21,18,909,product manager,yes,7018
no,monthly,137,8,280,product manager,yes,7019
no,monthly,40,8,429,product manager,no,7020
no,monthly,85,6,334,product manager,yes,7021
yes,monthly,98,9,7,engineering manager,no,7022
no,annual,138,8,67,product manager,yes,7023
no,monthly,123,16,257,engineering manager,yes,7024
no,annual,142,2,718,engineering manager,no,7025
no,annual,35,5,46,product manager,yes,7026
no,monthly,59,11,1048,engineering manager,yes,7027
no,annual,46,14,1103,developer,yes,7028
no,monthly,112,5,875,engineering manager,no,7029
yes,monthly,27,9,77,engineering manager,yes,7030
yes,monthly,62,8,254,marketer,yes,7031
no,monthly,134,8,486,product manager,yes,7032
yes,annual,56,8,8,developer,no,7033
yes,monthly,32,7,1087,designer,yes,7034
no,monthly,91,11,970,product manager,no,7035
yes,monthly,89,10,66,marketer,no,7036
no,annual,9,6,502,developer,yes,7037
no,monthly,10,8,746,product manager,no,7038
no,monthly,124,17,624,developer,yes,7039
yes,monthly,51,12,238,engineering manager,yes,7040
yes,monthly,10,1,608,product manager,no,7041
yes,annual,93,11,26,sales,no,7042
no,monthly,60,2,869,product manager,no,7043
no,annual,14,19,356,developer,no,7044
no,monthly,134,6,831,developer,yes,7045
no,monthly,128,4,16,engineering manager,yes,7046
no,monthly,50,1,320,product manager,yes,7047
no,monthly,3,1,120,engineering manager,yes,7048
yes,monthly,72,9,562,engineering manager,no,7049
yes,monthly,33,2,629,sales,yes,7050
yes,annual,49,11,886,marketer,no,7051
no,monthly,103,1,300,product manager,no,7052
yes,annual,34,2,484,sales,yes,7053
no,monthly,111,13,29,developer,no,7054
yes,monthly,86,8,191,marketer,yes,7055
no,monthly,35,9,441,engineering manager,no,7056
no,annual,71,9,1090,product manager,yes,7057
no,monthly,44,8,1094,product manager,no,7058
yes,monthly,87,8,776,developer,no,7059
no,annual,8,8,859,developer,no,7060
no,monthly,86,2,1063,developer,yes,7061
no,monthly,81,11,1093,product manager,yes,7062
no,monthly,117,1,460,developer,yes,7063
yes,annual,33,1,1132,marketer,no,7064
no,monthly,136,0,1151,product manager,yes,7065
no,annual,40,4,88,developer,no,7066
no,annual,55,19,433,developer,no,7067
yes,monthly,91,7,626,developer,yes,7068
no,monthly,83,8,160,developer,no,7069
no,annual,32,16,369,engineering manager,yes,7070
yes,annual,48,9,1114,designer,yes,7071
no,annual,38,11,811,product manager,yes,7072
no,annual,115,20,945,developer,no,7073
yes,annual,48,7,688,engineering manager,no,7074
no,monthly,69,19,1116,engineering manager,no,7075
no,monthly,1,3,784,developer,yes,7076
yes,monthly,9,7,457,marketer,no,7077
no,monthly,132,1,980,product manager,no,7078
no,annual,90,7,1190,developer,no,7079
yes,monthly,36,5,93,designer,no,7080
no,monthly,110,1,3,product manager,no,7081
yes,monthly,92,5,808,developer,yes,7082
no,monthly,149,15,469,product manager,yes,7083
no,monthly,10,18,1021,engineering manager,yes,7084
no,monthly,75,4,547,product manager,no,7085
yes,monthly,17,0,623,marketer,no,7086
no,monthly,41,17,921,product manager,yes,7087
no,annual,8,2,1062,developer,yes,7088
no,annual,124,8,30,product manager,yes,7089
no,annual,27,8,178,engineering manager,yes,7090
no,monthly,141,5,81,engineering manager,yes,7091
yes,monthly,53,12,228,marketer,no,7092
no,monthly,125,12,908,developer,yes,7093
no,monthly,98,19,105,product manager,no,7094
no,monthly,36,15,927,developer,no,7095
no,monthly,1,2,1121,product manager,yes,7096
no,annual,99,13,427,developer,no,7097
yes,monthly,79,1,764,marketer,no,7098
no,monthly,97,3,662,engineering manager,yes,7099
no,monthly,123,6,567,developer,no,7100
no,annual,30,13,514,developer,no,7101
no,monthly,105,16,110,engineering manager,no,7102
yes,monthly,60,9,767,designer,yes,7103
no,monthly,40,10,1024,product manager,no,7104
no,annual,70,17,663,product manager,no,7105
yes,annual,97,1,512,engineering manager,no,7106
yes,annual,1,10,334,marketer,yes,7107
no,annual,103,20,44,developer,yes,7108
no,monthly,87,15,841,developer,yes,7109
yes,monthly,40,0,625,developer,yes,7110
no,monthly,87,14,1072,developer,no,7111
no,annual,94,7,885,developer,yes,7112
no,monthly,30,13,444,engineering manager,no,7113
yes,annual,8,5,358,engineering manager,yes,7114
no,monthly,29,17,1067,engineering manager,yes,7115
yes,annual,28,10,790,designer,yes,7116
yes,annual,23,0,860,developer,no,7117
no,monthly,76,19,717,engineering manager,yes,7118
no,annual,140,15,316,product manager,no,7119
yes,monthly,57,1,969,engineering manager,no,7120
no,monthly,138,9,512,engineering manager,yes,7121
no,monthly,142,16,913,developer,yes,7122
no,monthly,38,10,367,developer,yes,7123
no,monthly,43,7,974,engineering manager,yes,7124
no,annual,103,9,143,developer,no,7125
no,monthly,116,4,390,product manager,yes,7126
yes,monthly,60,6,619,product manager,no,7127
yes,monthly,18,6,249,sales,yes,7128
yes,monthly,15,1,546,engineering manager,yes,7129
no,monthly,100,10,229,product manager,no,7130
no,annual,87,3,1065,engineering manager,no,7131
no,monthly,112,11,736,product manager,yes,7132
yes,annual,43,7,717,sales,no,7133
no,annual,53,0,817,developer,no,7134
no,monthly,99,17,232,product manager,no,7135
no,annual,131,11,473,product manager,yes,7136
no,monthly,86,3,608,engineering manager,yes,7137
yes,monthly,84,8,1088,developer,no,7138
no,annual,122,0,222,product manager,yes,7139
no,monthly,18,17,91,product manager,yes,7140
no,monthly,96,12,674,developer,yes,7141
no,annual,26,13,823,engineering manager,no,7142
yes,monthly,11,6,446,engineering manager,no,7143
no,annual,147,15,625,developer,no,7144
no,monthly,11,10,406,engineering manager,no,7145
no,monthly,109,4,456,developer,no,7146
no,annual,94,7,880,engineering manager,no,7147
no,monthly,112,4,41,product manager,yes,7148
no,monthly,96,10,1104,developer,yes,7149
no,monthly,92,18,785,product manager,yes,7150
no,annual,65,3,898,engineering manager,no,7151
no,monthly,89,5,886,developer,no,7152
no,monthly,121,5,1116,developer,yes,7153
yes,monthly,68,10,943,product manager,no,7154
no,monthly,119,19,186,engineering manager,yes,7155
no,monthly,53,20,579,engineering manager,yes,7156
no,annual,67,20,626,engineering manager,yes,7157
no,monthly,127,3,150,product manager,no,7158
